SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,score,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,segmento_encoded,modalidade_encoded,endereco_estado_encoded,endereco_cidade_encoded,endereco_cep_encoded,lancamento_encoded,produtor_encoded,MENSAGEM_TIPO_REGISTRO_encoded,categoria_risco_score_encoded,idade_encoded,nascimento_encoded,FPD,pedido_id
636,10,906,99,100,2444.0,670,751,319.0,1569.96,12.0,3.0,2.0,1.0,0,130.83,1,7,453.1428571428572,0.9801980198019802,-1,8,4,90,2057,64507,1286,880,0,3,85,7082,0,777125
554,7,552,99,78,2444.0,580,602,350.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,353.1428571428572,1.2531645569620251,-1,7,2,49,2347,57558,2893,349,0,3,91,4155,0,777106
391,4,459,2,76,2494.0,457,579,135.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,7,281.1428571428572,0.0259740259740259,2,0,4,108,1168,66448,166,485,0,0,72,15686,0,740141
514,4,558,99,50,3489.0,408,452,661.0,2170.2,12.0,3.0,2.0,1.0,0,180.85,1,8,696.75,1.9411764705882355,0,4,6,107,1277,69325,2766,77,0,1,67,19021,0,742182
414,2,494,99,17,3238.0,407,424,837.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,7,265.2857142857143,5.5,0,0,4,172,2262,77741,1096,1232,0,1,75,14031,0,776465
473,1,554,2,100,6821.0,539,525,180.0,1148.13,9.0,3.0,2.0,1.0,0,127.57,1,8,1126.875,0.0198019801980198,2,4,4,126,1794,48067,543,1469,0,0,79,10895,0,765969
351,6,390,99,83,5135.0,401,515,123.0,2049.48,12.0,3.0,2.0,1.0,0,170.79,1,8,872.5,1.1785714285714286,2,1,4,172,1422,75407,1828,1076,0,0,77,12500,0,742689
303,1,251,99,0,3238.0,351,350,708.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,193.57142857142856,99.0,0,7,2,104,4441,38735,58,552,0,1,84,7837,0,776952
490,1,587,99,64,2494.0,485,581,210.0,3310.62,6.0,3.0,2.0,1.0,0,551.77,1,7,329.57142857142856,1.523076923076923,2,4,3,174,3869,9767,378,452,0,0,80,10568,0,777058
488,1,600,99,95,2494.0,474,505,4.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,7,323.1428571428572,1.03125,2,7,4,174,4268,21513,2357,1186,0,0,56,26466,0,779372
366,1,413,99,100,2494.0,434,513,251.0,962.52,12.0,3.0,2.0,1.0,0,80.21,1,7,275.1428571428572,0.9801980198019802,2,4,4,152,3600,83008,675,152,0,0,85,7027,1,682211
393,6,466,99,96,4594.0,473,600,158.0,2483.25,16.0,3.0,2.0,1.0,0,155.203125,1,8,840.875,1.0206185567010309,2,4,4,172,1141,77177,2323,719,0,0,74,14308,0,771101
343,1,437,2,15,2444.0,411,474,548.0,2979.24,12.0,3.0,2.0,1.0,0,248.27,1,7,240.42857142857144,0.125,-1,4,4,125,755,49909,448,571,0,3,71,16533,0,776784
490,2,444,99,100,2494.0,468,542,91.0,482.76,6.0,3.0,2.0,1.0,0,80.46,1,7,306.42857142857144,0.9801980198019802,2,4,4,75,580,60899,304,661,0,0,62,22774,0,776821
364,5,514,99,64,2444.0,477,520,336.0,1991.53,10.0,3.0,2.0,1.0,0,199.153,1,7,291.85714285714283,1.523076923076923,-1,4,4,148,798,30471,2653,1235,0,3,66,19877,0,761200
522,4,535,2,92,2494.0,575,611,270.0,2221.71,3.0,3.0,2.0,1.0,0,740.57,1,7,334.42857142857144,0.021505376344086,2,3,4,129,927,72234,2845,408,0,0,84,7827,0,762709
122,4,361,99,65,2444.0,276,313,426.0,2071.8,12.0,3.0,2.0,1.0,0,172.65,1,7,177.14285714285714,1.5,-1,4,4,128,4174,53385,3486,24,0,3,71,16755,0,768955
393,2,430,99,88,2494.0,428,518,106.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,279.7142857142857,1.1123595505617978,2,7,4,152,1552,82101,2893,349,0,0,72,15818,0,763439
600,6,600,99,38,2494.0,600,600,260.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,363.2857142857143,2.5384615384615383,2,7,4,174,3652,5835,58,552,0,0,85,7202,0,777278
23,1,284,99,14,2494.0,170,372,139.0,3564.0,12.0,3.0,2.0,1.0,0,297.0,1,7,137.57142857142858,6.6,2,8,4,148,3910,27521,132,1466,0,0,85,7347,0,774412
144,1,282,99,33,3109.0,128,183,177.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,8,497.375,2.911764705882353,2,4,4,174,970,22650,657,1506,0,0,73,14739,0,776024
456,2,447,99,14,2494.0,417,431,131.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,7,266.57142857142856,6.6,2,4,4,90,1533,62457,543,1469,0,0,61,22810,0,772910
397,1,438,99,83,1800.0,442,435,223.0,1976.04,12.0,3.0,2.0,1.0,0,164.67,1,8,461.875,1.1785714285714286,2,4,4,75,580,60657,1023,1314,0,0,77,12352,0,644434
426,4,514,99,89,2494.0,421,516,66.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,7,295.57142857142856,1.1,2,0,4,90,1533,62552,166,485,0,0,67,19346,0,576518
186,2,432,99,100,2494.0,331,377,224.0,2113.44,12.0,3.0,2.0,1.0,0,176.12,1,7,218.1428571428572,0.9801980198019802,2,4,4,59,4163,44949,2610,1362,0,0,79,11077,0,775680
421,4,425,99,100,2444.0,465,527,555.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,291.57142857142856,0.9801980198019802,-1,7,2,174,3863,9927,2893,349,0,3,89,4999,0,755853
748,4,750,99,99,3238.0,750,750,803.0,1101.36,6.0,3.0,2.0,1.0,0,183.56,1,7,457.1428571428572,0.99,0,4,4,104,2116,38138,1680,1462,0,1,67,18864,0,777022
600,9,600,2,92,2494.0,561,592,255.0,2317.56,6.0,3.0,2.0,1.0,0,386.26,1,7,350.85714285714283,0.021505376344086,2,3,4,81,3767,32248,2845,408,0,0,75,13926,0,770062
636,3,623,99,92,2444.0,568,599,354.0,2276.01,12.0,3.0,2.0,1.0,0,189.6675,1,7,374.2857142857143,1.064516129032258,-1,7,2,104,262,40086,1080,631,0,3,69,17475,0,776576
734,2,750,2,100,3238.0,750,750,850.0,1436.16,12.0,3.0,2.0,1.0,0,119.68,1,7,441.1428571428572,0.0198019801980198,0,3,4,129,2240,73701,32,1586,0,1,78,11677,0,773994
452,4,538,99,99,2494.0,468,600,235.0,2396.04,12.0,3.0,2.0,1.0,0,199.67,1,7,322.85714285714283,0.99,2,4,4,125,2104,49495,3496,1466,0,0,92,3528,0,774745
354,6,421,99,67,1995.0,371,467,187.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,8,472.5,1.4558823529411764,2,8,4,104,3592,35809,117,1466,0,0,94,2589,1,771703
341,2,377,99,52,1794.0,273,361,253.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,8,412.375,1.8679245283018868,2,4,4,75,580,60638,1520,994,0,0,88,5536,0,772346
386,1,558,99,63,2494.0,401,452,179.0,1928.76,12.0,3.0,2.0,1.0,0,160.73,1,7,280.0,1.546875,2,8,4,149,2625,50409,1289,880,0,0,69,18007,0,777482
379,3,469,99,94,2444.0,417,562,639.0,549.0,6.0,3.0,2.0,1.0,0,91.5,1,7,289.0,1.0421052631578946,-1,4,4,174,251,19267,1296,282,0,3,106,251,0,764975
668,3,684,99,100,3238.0,674,605,674.0,2879.52,12.0,3.0,2.0,1.0,0,239.96,1,7,404.7142857142857,0.9801980198019802,0,4,4,174,2552,14874,1306,1144,0,1,68,18399,0,776014
218,10,322,99,998,3238.0,517,575,680.0,2396.04,12.0,3.0,2.0,1.0,0,199.67,1,7,391.2857142857143,0.0990990990990991,0,8,4,67,1438,51547,2812,1466,0,1,93,3329,1,769957
282,2,336,99,0,2494.0,393,463,177.0,2396.04,12.0,3.0,2.0,1.0,0,199.67,1,7,225.0,99.0,2,4,4,174,4031,3863,2323,719,0,0,83,8441,0,769728
633,9,893,99,100,3238.0,656,897,800.0,1136.16,12.0,3.0,2.0,1.0,0,94.68,1,7,469.57142857142856,0.9801980198019802,0,8,2,174,4031,484,759,1401,0,1,95,2435,0,776660
508,1,665,99,100,3238.0,532,551,756.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,7,350.85714285714283,0.9801980198019802,0,0,4,174,760,13558,166,485,0,1,77,12554,0,766987
273,3,416,99,98,2494.0,384,554,123.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,7,261.0,1.0,2,4,4,59,3537,42499,543,1469,0,0,80,10484,0,768935
514,1,558,99,65,4528.0,543,571,124.0,2635.92,12.0,3.0,2.0,1.0,0,219.66,1,8,859.875,1.5,2,4,4,148,669,30956,1213,7,0,0,71,16431,0,765554
414,2,543,99,78,2405.0,546,528,266.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,8,576.875,1.2531645569620251,2,8,4,104,386,38304,1268,462,0,0,74,14390,0,773924
421,2,466,99,71,3238.0,405,422,666.0,4159.68,12.0,3.0,2.0,1.0,0,346.64000000000004,1,7,269.42857142857144,1.375,0,4,4,129,1451,72699,589,820,0,1,62,22529,0,776671
398,1,437,99,89,2494.0,362,408,40.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,7,256.2857142857143,1.1,2,4,4,174,2799,5294,657,1506,0,0,59,24480,1,777004
444,6,448,99,85,1020.0,519,448,199.0,1062.47,5.0,3.0,2.0,1.0,0,212.494,1,8,383.625,1.1511627906976745,2,4,4,59,1045,43963,3485,24,0,0,92,3467,0,777611
434,7,519,2,95,2373.0,488,563,230.0,1928.76,12.0,3.0,2.0,1.0,0,160.73,1,8,560.125,0.0208333333333333,2,8,4,174,4031,4459,1289,880,0,0,91,4094,0,777946
396,4,466,99,69,2444.0,447,476,598.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,7,279.57142857142856,1.4142857142857144,-1,4,2,152,3023,82445,657,1506,0,3,78,11423,0,776916
396,10,488,99,0,2444.0,439,565,318.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,7,285.2857142857143,99.0,-1,4,4,59,712,44513,657,1506,0,3,90,4381,0,762022
482,5,346,2,98,2494.0,396,497,251.0,1154.07,9.0,3.0,2.0,1.0,0,128.23,1,7,260.85714285714283,0.0202020202020202,2,7,4,129,1181,70527,58,552,0,0,94,2690,1,775741
432,3,424,99,92,2444.0,420,432,415.0,2170.2,12.0,3.0,2.0,1.0,0,180.85,1,7,271.7142857142857,1.064516129032258,-1,4,3,67,3312,52895,2766,77,0,3,76,12783,0,661178
528,6,524,99,998,2444.0,716,839,378.0,3564.0,12.0,3.0,2.0,1.0,0,297.0,1,7,530.0,0.0990990990990991,-1,8,4,172,1892,76122,132,1466,0,3,97,1746,0,774398
604,3,609,2,90,3238.0,644,701,777.0,1493.64,9.0,3.0,2.0,1.0,0,165.96,1,7,379.0,0.0219780219780219,0,1,4,172,2326,78499,3236,120,0,1,88,5500,0,770041
207,1,383,99,0,2494.0,318,247,41.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,179.28571428571428,99.0,2,7,4,81,1596,32557,2893,349,0,0,66,19685,0,758311
490,3,457,99,0,1602.0,457,519,222.0,880.38,6.0,3.0,2.0,1.0,0,146.73,1,8,453.375,99.0,2,8,4,104,3932,41744,1449,1008,0,0,68,18626,0,776960
317,5,379,99,69,2444.0,353,369,572.0,2209.68,9.0,3.0,2.0,1.0,0,245.52,1,7,227.28571428571428,1.4142857142857144,-1,4,4,172,1445,78671,3084,637,0,3,62,22237,0,760491
347,4,424,99,0,2494.0,438,507,133.0,1105.38,6.0,3.0,2.0,1.0,0,184.23,1,7,259.85714285714283,99.0,2,7,4,49,2347,57840,2893,349,0,0,83,8576,0,771949
402,1,587,99,100,2494.0,462,549,128.0,2069.46,9.0,3.0,2.0,1.0,0,229.94,1,7,314.2857142857143,0.9801980198019802,2,7,4,108,96,67709,2586,1135,0,0,80,10404,0,761444
366,8,413,99,998,2392.0,477,492,549.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,8,655.625,0.0990990990990991,-1,7,2,133,2372,56238,2893,349,0,3,75,13451,0,776972
627,1,609,2,90,14225.0,593,605,347.0,549.0,6.0,3.0,2.0,1.0,0,91.5,1,8,2094.0,0.0219780219780219,-1,3,4,174,3863,10062,2626,872,0,3,84,8008,0,750168
564,2,552,99,29,2444.0,456,496,520.0,1556.16,12.0,3.0,2.0,1.0,0,129.68,1,7,314.0,3.3,-1,8,4,173,216,45976,440,225,0,3,67,19039,0,774555
819,10,836,2,100,3238.0,806,764,805.0,1770.6,6.0,3.0,2.0,1.0,0,295.1,1,7,476.7142857142857,0.0198019801980198,0,8,4,126,3337,46853,1289,880,0,1,85,7366,0,777218
782,4,741,99,66,2444.0,774,831,633.0,3564.0,12.0,3.0,2.0,1.0,0,297.0,1,7,471.0,1.4776119402985075,-1,8,4,174,2799,5139,132,1466,0,3,93,3266,0,776775
326,4,575,99,998,3238.0,575,575,812.0,3564.0,12.0,3.0,2.0,1.0,0,297.0,1,7,450.2857142857143,0.0990990990990991,0,8,4,81,46,32741,132,1466,0,1,123,4,1,777367
652,1,731,99,93,2444.0,770,747,389.0,3595.8,12.0,3.0,2.0,1.0,0,299.65000000000003,1,7,441.8571428571428,1.053191489361702,-1,4,3,104,2967,41141,378,452,0,3,85,7468,0,776051
439,3,447,99,92,2494.0,480,529,140.0,549.0,6.0,3.0,2.0,1.0,0,91.5,1,7,298.42857142857144,1.064516129032258,2,4,4,126,1488,47987,985,1074,0,0,63,21704,1,763474
424,1,514,99,46,2494.0,457,438,250.0,2875.92,12.0,3.0,2.0,1.0,0,239.66,1,7,282.7142857142857,2.106382978723404,2,7,6,174,2223,16937,1800,309,0,0,79,11353,0,775476
634,2,534,99,4,2494.0,554,535,222.0,3077.19,11.0,3.0,2.0,1.0,0,279.74454545454546,1,7,337.42857142857144,19.8,2,5,3,81,4414,31597,1818,988,0,0,77,12436,0,685837
581,1,689,2,70,3238.0,562,508,673.0,2859.57,9.0,3.0,2.0,1.0,0,317.73,1,7,344.7142857142857,0.028169014084507,0,4,4,174,4031,4573,448,571,0,1,71,16490,0,779766
217,1,256,99,0,1460.0,245,224,360.0,1569.96,12.0,3.0,2.0,1.0,0,130.83,1,8,312.75,99.0,-1,8,4,174,4031,3920,1286,880,0,3,51,28954,0,777192
580,10,906,99,100,2444.0,790,755,343.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,7,462.8571428571428,0.9801980198019802,-1,8,4,174,4031,4713,1268,462,0,3,89,4997,0,774181
355,1,379,99,55,2494.0,365,320,61.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,224.8571428571429,1.7678571428571428,2,7,4,128,4174,53140,2893,349,0,0,53,28232,0,763003
183,1,314,99,0,2494.0,374,347,2.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,7,188.28571428571428,99.0,2,4,4,126,1991,47509,657,1506,0,0,52,28637,0,760848
376,1,424,99,100,2444.0,408,390,328.0,1928.76,12.0,3.0,2.0,1.0,0,160.73,1,7,256.85714285714283,0.9801980198019802,-1,8,4,148,3432,23715,1289,880,0,3,71,16581,0,777020
322,3,613,99,100,3238.0,465,476,661.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,7,296.85714285714283,0.9801980198019802,0,4,4,107,4245,69149,543,1469,0,1,84,8121,0,772868
539,4,731,99,100,2494.0,671,719,122.0,1848.6,9.0,3.0,2.0,1.0,0,205.4,1,7,409.0,0.9801980198019802,2,8,4,129,3116,71355,1289,880,0,0,66,19731,0,777044
671,2,689,99,83,2494.0,522,539,227.0,1569.96,12.0,3.0,2.0,1.0,0,130.83,1,7,372.1428571428572,1.1785714285714286,2,8,4,174,4031,286,1286,880,0,0,89,5040,0,777116
217,1,284,99,84,2494.0,258,297,39.0,2533.95,9.0,3.0,2.0,1.0,0,281.54999999999995,1,7,177.14285714285714,1.1647058823529413,2,0,4,174,449,20981,7,1365,0,0,54,27719,0,775759
352,2,403,99,0,2494.0,434,551,265.0,847.26,6.0,3.0,2.0,1.0,0,141.21,1,7,263.0,99.0,2,1,3,104,1779,36690,64,1033,0,0,93,3261,0,775067
523,1,504,99,73,2494.0,483,454,102.0,1436.16,12.0,3.0,2.0,1.0,0,119.68,1,7,305.2857142857143,1.337837837837838,2,8,4,108,1168,66529,310,1042,0,0,81,9443,0,774495
299,3,319,99,0,2494.0,404,448,139.0,1916.04,12.0,3.0,2.0,1.0,0,159.67,1,7,224.57142857142856,99.0,2,4,4,104,1465,40149,2582,1134,0,0,68,18270,0,781312
439,1,600,99,86,2444.0,550,600,553.0,5468.04,6.0,3.0,2.0,1.0,0,911.34,1,7,339.2857142857143,1.137931034482759,-1,8,4,174,566,22743,1578,738,0,3,80,10244,0,777372
406,1,558,99,19,2444.0,405,378,522.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,7,266.57142857142856,4.95,-1,4,4,81,3259,32705,543,1469,0,3,72,15967,0,778358
583,2,565,99,98,2444.0,562,621,369.0,1378.44,9.0,3.0,2.0,1.0,0,153.16,1,7,361.4285714285714,1.0,-1,8,4,184,230,66227,310,1042,0,3,75,14020,1,769879
144,1,432,99,998,3238.0,302,358,667.0,1976.04,12.0,3.0,2.0,1.0,0,164.67,1,7,333.42857142857144,0.0990990990990991,0,4,4,104,1330,38843,1023,1314,0,1,71,16647,0,748194
381,1,284,99,67,2494.0,380,408,180.0,1148.13,9.0,3.0,2.0,1.0,0,127.57,1,7,231.42857142857144,1.4558823529411764,2,4,4,172,3927,75757,543,1469,0,0,75,13414,0,765776
396,1,605,99,43,2494.0,455,616,133.0,1556.16,12.0,3.0,2.0,1.0,0,129.68,1,7,316.42857142857144,2.25,2,1,4,174,1611,6868,2993,1359,0,0,76,12874,0,759544
698,1,769,99,100,3238.0,916,974,810.0,847.26,6.0,3.0,2.0,1.0,0,141.21,1,7,508.1428571428572,0.9801980198019802,0,1,6,152,3192,79063,64,1033,0,1,93,3219,0,777390
376,1,415,99,76,2494.0,266,298,177.0,2071.8,12.0,3.0,2.0,1.0,0,172.65,1,7,218.7142857142857,1.2857142857142858,2,4,4,174,3871,17380,3486,24,0,0,76,13005,1,768132
418,2,600,2,94,2494.0,443,600,66.0,1196.16,12.0,3.0,2.0,1.0,0,99.68,1,7,308.42857142857144,0.0210526315789473,2,4,4,174,3072,12923,543,1469,0,0,61,23099,1,765795
379,3,403,99,28,2494.0,415,433,124.0,2890.35,9.0,3.0,2.0,1.0,0,321.15,1,7,251.42857142857144,3.413793103448276,2,4,4,152,3992,80475,577,924,0,0,72,16082,1,777384
409,3,457,99,998,2494.0,441,501,42.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,415.4285714285714,0.0990990990990991,2,7,4,49,2347,57783,58,552,0,0,76,13223,0,664626
74,1,354,99,100,2494.0,149,245,34.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,7,146.0,0.9801980198019802,2,7,4,67,2854,52181,2893,349,0,0,61,23231,1,745321
448,1,514,99,78,2494.0,468,466,84.0,2036.04,12.0,3.0,2.0,1.0,0,169.67,1,7,296.2857142857143,1.2531645569620251,2,7,4,90,2057,64542,1378,1294,0,0,76,13243,0,755562
423,4,600,99,97,2494.0,579,594,90.0,769.92,6.0,3.0,2.0,1.0,0,128.32,1,7,342.2857142857143,1.010204081632653,2,4,4,148,669,30955,3227,905,0,0,60,23888,1,775539
337,2,373,99,998,2074.0,394,380,101.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,8,582.125,0.0990990990990991,2,0,4,174,2460,20446,166,485,0,0,78,11978,1,678718
537,2,457,99,59,2494.0,439,402,199.0,802.62,9.0,3.0,2.0,1.0,0,89.18,1,7,285.0,1.65,2,4,4,174,4031,8267,543,1469,0,0,69,18073,0,772524
378,6,466,99,73,2494.0,429,597,111.0,2979.24,12.0,3.0,2.0,1.0,0,248.27,1,7,292.57142857142856,1.337837837837838,2,4,4,148,2697,29333,448,571,0,0,76,13203,1,776246
606,2,679,99,81,2444.0,635,654,538.0,1726.75,8.0,3.0,2.0,1.0,0,215.84375,1,7,393.7142857142857,1.2073170731707317,-1,8,4,96,4357,59602,2482,1460,0,3,62,22431,0,770872
227,1,382,99,0,2494.0,374,433,142.0,2071.8,12.0,3.0,2.0,1.0,0,172.65,1,7,216.57142857142856,99.0,2,4,4,174,954,12661,3486,24,0,0,66,19712,1,768177
368,2,363,99,54,2494.0,431,455,171.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,7,253.1428571428572,1.8,2,0,4,182,2246,15593,166,485,0,0,65,20360,0,762945
463,1,454,99,93,2494.0,390,366,2.0,772.74,6.0,3.0,2.0,1.0,0,128.79,1,7,266.57142857142856,1.053191489361702,2,4,3,174,3847,14600,2506,404,0,0,57,25848,0,514515
152,3,412,99,100,1883.0,303,374,613.0,1204.08,12.0,3.0,2.0,1.0,0,100.34,1,8,415.75,0.9801980198019802,-1,7,2,108,1168,67028,2893,349,0,3,61,23242,1,759146
327,2,412,99,998,2494.0,316,274,140.0,2091.6,7.0,3.0,2.0,1.0,0,298.8,1,7,346.85714285714283,0.0990990990990991,2,0,4,75,580,59303,166,485,0,0,57,25912,0,740821
192,2,383,99,78,1663.0,258,287,173.0,275.61,1.0,3.0,2.0,1.0,0,275.61,1,8,370.25,1.2531645569620251,2,7,4,90,3141,61874,1319,1499,0,0,75,14001,0,760085
319,1,459,99,0,2494.0,378,392,36.0,2156.04,12.0,3.0,2.0,1.0,0,179.67,1,7,235.42857142857144,99.0,2,7,4,104,2562,41352,1747,1582,0,0,73,15209,0,783308
412,2,373,99,100,2494.0,427,440,127.0,2879.52,12.0,3.0,2.0,1.0,0,239.96,1,7,264.7142857142857,0.9801980198019802,2,4,4,174,1232,10323,1306,1144,0,0,64,20867,0,774567
385,4,437,99,0,2494.0,415,375,114.0,1101.36,6.0,3.0,2.0,1.0,0,183.56,1,7,245.0,99.0,2,8,4,126,3337,46286,735,536,0,0,60,23653,1,762368
452,4,549,99,76,3238.0,442,521,809.0,2396.04,12.0,3.0,2.0,1.0,0,199.67,1,7,306.1428571428572,1.2857142857142858,0,4,6,148,1290,27936,2900,136,0,1,60,23618,0,239455
186,3,249,99,52,2494.0,185,144,186.0,3019.32,12.0,3.0,2.0,1.0,0,251.61,1,7,131.14285714285714,1.8679245283018868,2,4,4,59,3537,42768,657,1506,0,0,76,13305,1,776366
319,1,383,99,81,2494.0,260,157,7.0,1414.68,12.0,3.0,2.0,1.0,0,117.89,1,7,185.7142857142857,1.2073170731707317,2,7,4,174,4031,42750,2893,349,0,0,58,25191,0,754581
467,3,587,99,100,2494.0,575,600,223.0,2988.0,12.0,3.0,2.0,1.0,0,249.0,1,7,347.2857142857143,0.9801980198019802,2,0,4,104,2479,36562,166,485,0,0,64,21280,0,776056
369,2,415,99,0,2444.0,274,362,568.0,2399.64,12.0,3.0,2.0,1.0,0,199.97,1,7,217.28571428571428,99.0,-1,7,4,152,3192,79682,2434,371,0,3,62,22248,0,783534
514,2,524,99,100,2494.0,489,478,201.0,5275.0,8.0,3.0,2.0,1.0,0,659.375,1,7,315.1428571428572,0.9801980198019802,2,4,4,172,366,77305,746,1057,0,0,70,17263,0,664963
109,2,176,99,58,2494.0,175,214,3.0,5007.99,18.0,3.0,2.0,1.0,0,278.22166666666664,1,7,119.0,1.6779661016949152,2,5,3,148,3309,30761,1818,988,0,0,55,26822,0,346857
327,1,416,99,100,2494.0,313,316,210.0,1928.76,12.0,3.0,2.0,1.0,0,160.73,1,7,224.57142857142856,0.9801980198019802,2,8,4,126,3337,46921,1289,880,0,0,68,18431,0,777477
183,1,80,99,998,2494.0,356,378,207.0,1796.04,12.0,3.0,2.0,1.0,0,149.67,1,7,299.2857142857143,0.0990990990990991,2,1,4,152,3723,80611,2689,1333,0,0,69,17581,0,765408
580,2,593,99,100,2494.0,547,600,108.0,5998.92,12.0,3.0,2.0,1.0,0,499.91,1,7,360.1428571428572,0.9801980198019802,2,7,4,48,2313,48781,2413,1121,0,0,64,21247,1,756229
252,1,333,99,71,2000.0,367,386,212.0,2396.04,12.0,3.0,2.0,1.0,0,199.67,1,8,438.625,1.375,2,4,4,75,580,60188,2323,719,0,0,73,14934,0,770250
186,1,459,99,48,2494.0,390,424,139.0,2879.52,12.0,3.0,2.0,1.0,0,239.96,1,7,229.57142857142856,2.020408163265306,2,4,4,107,1277,69299,1306,1144,0,0,69,17536,1,774137
554,2,600,99,29,7273.0,593,600,201.0,4795.56,12.0,3.0,2.0,1.0,0,399.63000000000005,1,8,1218.75,3.3,2,7,4,174,4364,6168,2350,175,0,0,80,10464,0,775237
