SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,FPD,pedido_id
850,2,774,99,100,2494.0,828,742,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,251.0,Alto,70648080,DF,Cidade_0581,2005-05-11 00:00:00,20,CrA©dito AcessA­vel,661.68,6.0,1.0,8.0,1.0,0,110.28,1,7,485.0,0.9801980198019802,2,0,517971
528,1,574,99,95,2444.0,554,597,APTOS,Produtor_0470,Lancamento_1702,Empreendedor,311.0,Outros,76913-594,RO,Cidade_2081,1986-07-11 00:00:00,39,CrA©dito AcessA­vel,2242.68,12.0,1.0,8.0,1.0,0,186.89,1,7,349.7142857142857,1.03125,-1,0,513789
371,6,469,99,24,2494.0,405,436,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,295.0,Alto,25233-220,RJ,Cidade_1291,1962-07-30 00:00:00,63,Compartilhado,1395.6,13.0,1.0,8.0,1.0,0,107.35384615384616,1,7,258.57142857142856,3.96,2,0,517139
291,1,256,99,999,3238.0,575,575,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,663.0,Baixo,45970000,BA,Cidade_1881,1957-12-07 00:00:00,68,Compartilhado,1204.08,12.0,1.0,8.0,1.0,0,100.34,1,7,399.4285714285714,0.099,0,0,511353
373,5,300,99,100,2494.0,424,462,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,223.0,Alto,68745-250,PA,Cidade_0920,1974-08-08 00:00:00,51,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,251.8571428571429,0.9801980198019802,2,0,517423
521,1,576,99,99,2494.0,469,548,APTOS,Produtor_0508,Lancamento_1079,Autodesenvolvimento,206.0,Alto,35588-000,MG,Cidade_0273,1982-10-06 00:00:00,43,Compartilhado,845.01,9.0,1.0,8.0,1.0,0,93.89,1,7,330.42857142857144,0.99,2,0,517095
497,1,630,99,100,2494.0,462,617,APTOS,Produtor_0976,Lancamento_1769,Empreendedor,282.0,Alto,13335-600,SP,Cidade_1759,1982-08-17 00:00:00,43,CrA©dito AcessA­vel,964.92,12.0,1.0,8.0,1.0,0,80.41,1,7,343.7142857142857,0.9801980198019802,2,0,514731
751,3,626,99,100,2494.0,653,577,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,247.0,Alto,79560-000,MS,Cidade_0985,1988-11-07 00:00:00,37,CrA©dito AcessA­vel,718.79,12.0,1.0,8.0,1.0,0,59.899166666666666,1,7,401.2857142857143,0.9801980198019802,2,0,517695
716,1,678,99,65,2444.0,706,652,APTOS,Produtor_0470,Lancamento_1702,Empreendedor,514.0,Outros,88220-000,SC,Cidade_1893,1977-07-23 00:00:00,48,CrA©dito AcessA­vel,2496.36,12.0,1.0,8.0,1.0,0,208.03,1,7,416.7142857142857,1.5,-1,0,516664
421,1,623,99,91,2444.0,477,432,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,403.0,Outros,72270-402,DF,Cidade_0581,2001-05-10 00:00:00,24,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,306.2857142857143,1.076086956521739,-1,0,517714
260,1,416,99,998,2444.0,321,392,APTOS,Produtor_0324,Lancamento_2856,Empreendedor,576.0,Outros,48000-410,BA,Cidade_0066,1980-01-19 00:00:00,46,Compartilhado,841.8,12.0,1.0,8.0,1.0,0,70.14999999999999,1,7,355.2857142857143,0.0990990990990991,-1,0,516818
284,1,457,99,86,2494.0,402,551,APTOS,Produtor_0379,Lancamento_0885,Empreendedor,252.0,Alto,74335-255,GO,Cidade_1534,1979-09-16 00:00:00,46,CrA©dito AcessA­vel,2409.71,13.0,1.0,8.0,1.0,0,185.3623076923077,1,7,268.57142857142856,1.137931034482759,2,0,516750
476,1,593,99,79,2494.0,536,600,APTOS,Produtor_1212,Lancamento_2505,Empreendedor,129.0,Alto,39401-044,MG,Cidade_2563,1987-01-07 00:00:00,39,Descomplicado,704.86,2.0,1.0,8.0,1.0,0,352.43,1,7,340.57142857142856,1.2375,2,0,513808
570,2,600,99,90,2494.0,561,600,APTOS,Produtor_1515,Lancamento_3359,Empreendedor,212.0,Alto,29144-030,ES,Cidade_0883,1975-06-07 00:00:00,50,Compartilhado,1447.8,12.0,1.0,8.0,1.0,0,120.65,1,7,360.2857142857143,1.0879120879120878,2,0,518246
341,5,489,99,100,2444.0,417,492,APTOS,Produtor_0324,Lancamento_2924,Autodesenvolvimento,479.0,Outros,06273-000,SP,Cidade_2800,1985-03-10 00:00:00,40,Compartilhado,910.44,9.0,1.0,8.0,1.0,0,101.16,1,7,277.57142857142856,0.9801980198019802,-1,0,515851
323,2,437,99,999,2444.0,380,380,APTOS,Produtor_1572,Lancamento_3296,Empreendedor,592.0,Outros,29103-095,ES,Cidade_4415,1999-10-31 00:00:00,26,CrA©dito AcessA­vel,1163.79,3.0,1.0,8.0,1.0,0,387.93,1,7,374.2857142857143,0.099,-1,0,506987
363,1,457,99,998,2494.0,390,358,APTOS,Produtor_0737,Lancamento_3011,Empreendedor,44.0,Alto,65700-000,MA,Cidade_0352,1999-08-01 00:00:00,26,CrA©dito AcessA­vel,2396.04,12.0,1.0,8.0,1.0,0,199.67,1,7,380.8571428571428,0.0990990990990991,2,0,518085
355,1,430,99,55,1371.0,421,480,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,158.0,Alto,04851-713,SP,Cidade_4032,1984-11-02 00:00:00,41,Descomplicado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,8,401.5,1.7678571428571428,2,1,516913
543,1,433,99,63,2494.0,520,478,APTOS,Produtor_1495,Lancamento_0320,Empreendedor,115.0,Alto,25045-730,RJ,Cidade_1291,1976-01-06 00:00:00,50,CrA©dito AcessA­vel,2999.1,6.0,1.0,8.0,1.0,0,499.85,1,7,305.2857142857143,1.546875,2,0,515837
644,1,836,99,100,3238.0,790,849,APTOS,Produtor_1201,Lancamento_2284,Empreendedor,724.0,Baixo,75810-000,GO,Cidade_1935,1980-10-09 00:00:00,45,Descomplicado,1611.09,9.0,1.0,8.0,1.0,0,179.01,1,7,474.1428571428572,0.9801980198019802,0,0,518094
411,3,432,99,31,2444.0,471,463,APTOS,Produtor_1212,Lancamento_2505,Empreendedor,466.0,Outros,74475-327,GO,Cidade_1534,1995-12-23 00:00:00,30,Compartilhado,1566.36,12.0,1.0,8.0,1.0,0,130.53,1,7,272.85714285714283,3.09375,-1,0,515651
635,1,661,99,100,2444.0,692,758,APTOS,Produtor_1201,Lancamento_2284,Empreendedor,482.0,Outros,42706-350,BA,Cidade_2205,2001-06-21 00:00:00,24,Compartilhado,1678.56,12.0,1.0,8.0,1.0,0,139.88,1,7,420.8571428571428,0.9801980198019802,-1,0,515580
567,1,731,2,99,3238.0,658,633,APTOS,Produtor_1583,Lancamento_1757,Autoconhecimento,872.0,Baixo,83255-000,PR,Cidade_3169,1977-02-12 00:00:00,48,CrA©dito AcessA­vel,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,384.4285714285714,0.02,0,0,518245
763,2,595,99,88,4065.0,791,830,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,722.0,Baixo,15830-000,SP,Cidade_3076,1981-12-16 00:00:00,44,Descomplicado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,8,904.125,1.1123595505617978,0,0,516894
621,3,647,99,61,3238.0,590,563,APTOS,Produtor_1495,Lancamento_0320,Empreendedor,654.0,Baixo,84560-000,PR,Cidade_3393,1981-05-30 00:00:00,44,CrA©dito AcessA­vel,2999.1,6.0,1.0,8.0,1.0,0,499.85,1,7,369.1428571428572,1.596774193548387,0,0,518168
534,6,587,99,85,2444.0,499,519,APTOS,Produtor_0786,Lancamento_0187,Empreendedor,320.0,Outros,76868-000,RO,Cidade_2318,1980-11-01 00:00:00,45,Compartilhado,982.71,9.0,1.0,8.0,1.0,0,109.19,1,7,332.7142857142857,1.1511627906976745,-1,0,516952
306,1,415,99,100,2494.0,351,457,APTOS,Produtor_0324,Lancamento_2924,Autodesenvolvimento,225.0,Alto,11454-120,SP,Cidade_1610,1974-12-16 00:00:00,51,Compartilhado,806.76,9.0,1.0,8.0,1.0,0,89.64,1,7,247.0,0.9801980198019802,2,0,516991
621,1,906,99,62,3238.0,618,696,APTOS,Produtor_0324,Lancamento_2924,Autodesenvolvimento,928.0,Baixo,03559-040,SP,Cidade_4032,1949-02-22 00:00:00,76,Compartilhado,841.8,12.0,1.0,8.0,1.0,0,70.14999999999999,1,7,429.0,1.5714285714285714,0,0,518390
148,1,390,99,100,2494.0,251,264,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,47.0,Alto,62700-000,CE,Cidade_0823,2000-05-31 00:00:00,25,CrA©dito AcessA­vel,718.68,12.0,1.0,8.0,1.0,0,59.88999999999999,1,7,179.0,0.9801980198019802,2,0,518648
201,2,391,99,100,2494.0,313,396,APTOS,Produtor_0302,Lancamento_1599,Empreendedor,149.0,Alto,88304-040,SC,Cidade_1861,1989-05-13 00:00:00,36,CrA©dito AcessA­vel,2644.92,12.0,1.0,8.0,1.0,0,220.41,1,7,214.57142857142856,0.9801980198019802,2,0,515686
393,1,475,99,96,2494.0,480,558,APTOS,Produtor_1123,Lancamento_1177,Empreendedor,270.0,Alto,59080-100,RN,Cidade_2626,1957-07-03 00:00:00,68,CrA©dito AcessA­vel,3221.01,9.0,1.0,8.0,1.0,0,357.89000000000004,1,7,300.2857142857143,1.0206185567010309,2,0,515407
727,1,757,99,100,2444.0,808,738,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,505.0,Outros,58640-000,PB,Cidade_2119,1977-12-28 00:00:00,48,Compartilhado,1204.08,12.0,1.0,8.0,1.0,0,100.34,1,7,461.4285714285714,0.9801980198019802,-1,0,516564
455,8,549,99,49,3238.0,576,600,APTOS,Produtor_1063,Lancamento_2858,Empreendedor,710.0,Baixo,28470-000,RJ,Cidade_3691,1993-06-07 00:00:00,32,CrA©dito AcessA­vel,8691.12,12.0,1.0,8.0,1.0,0,724.2600000000001,1,7,333.7142857142857,1.98,0,0,518377
663,9,678,99,96,3238.0,740,874,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,655.0,Baixo,72415-504,DF,Cidade_0581,1966-06-19 00:00:00,59,Compartilhado,1204.08,12.0,1.0,8.0,1.0,0,100.34,1,7,451.2857142857143,1.0206185567010309,0,0,492053
412,6,600,2,92,2444.0,492,561,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,557.0,Outros,80630-200,PR,Cidade_1182,1948-08-25 00:00:00,77,Compartilhado,1204.08,12.0,1.0,8.0,1.0,0,100.34,1,7,309.2857142857143,0.021505376344086,-1,1,517499
256,1,397,99,63,2444.0,328,374,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,571.0,Outros,46445-000,BA,Cidade_0884,1983-08-13 00:00:00,42,Compartilhado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,7,216.8571428571429,1.546875,-1,0,518255
461,2,504,99,86,2494.0,427,414,APTOS,Produtor_0494,Lancamento_2753,Empreendedor,185.0,Alto,35195-000,MG,Cidade_0467,1995-07-01 00:00:00,30,Descomplicado,2568.13,16.0,1.0,8.0,1.0,0,160.508125,1,7,284.7142857142857,1.137931034482759,2,0,517102
819,4,906,99,100,1507.0,916,881,APTOS,Produtor_1583,Lancamento_1757,Autoconhecimento,684.0,Baixo,74594-544,GO,Cidade_1534,1995-08-26 00:00:00,30,CrA©dito AcessA­vel,526.29,3.0,1.0,8.0,1.0,0,175.42999999999998,1,8,654.0,0.9801980198019802,0,0,518530
600,4,600,99,76,2494.0,600,600,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,222.0,Alto,74023-030,GO,Cidade_1534,1974-11-25 00:00:00,51,Compartilhado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,7,368.4285714285714,1.2857142857142858,2,0,518099
554,1,601,99,100,2494.0,657,519,APTOS,Produtor_1129,Lancamento_2752,Empreendedor,159.0,Alto,27521-320,RJ,Cidade_3350,1977-10-20 00:00:00,48,CrA©dito AcessA­vel,1501.29,9.0,1.0,8.0,1.0,0,166.81,1,7,361.57142857142856,0.9801980198019802,2,0,517822
376,9,593,99,100,2494.0,544,600,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,245.0,Alto,13317-700,SP,Cidade_0675,1972-01-10 00:00:00,54,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,331.57142857142856,0.9801980198019802,2,0,516926
726,2,678,99,100,2494.0,750,750,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,223.0,Alto,62930-000,CE,Cidade_2228,1974-05-04 00:00:00,51,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,443.57142857142856,0.9801980198019802,2,0,516925
366,2,576,99,3,2494.0,527,600,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,275.0,Alto,23067-200,RJ,Cidade_3433,1964-09-26 00:00:00,61,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,310.42857142857144,24.75,2,0,517830
221,1,333,99,57,2444.0,351,374,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,311.0,Outros,74740280,GO,Cidade_1534,1971-05-31 00:00:00,54,Compartilhado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,7,205.1428571428572,1.706896551724138,-1,0,517420
473,3,538,99,87,2494.0,503,524,APTOS,Produtor_1168,Lancamento_2133,Empreendedor,207.0,Alto,49087-400,SE,Cidade_0217,1989-01-09 00:00:00,37,Compartilhado,1154.07,9.0,1.0,8.0,1.0,0,128.23,1,7,318.1428571428572,1.125,2,0,517260
401,4,432,99,100,2494.0,456,544,APTOS,Produtor_0470,Lancamento_1702,Empreendedor,106.0,Alto,95270000,RS,Cidade_1414,1967-10-22 00:00:00,58,CrA©dito AcessA­vel,2242.68,12.0,1.0,8.0,1.0,0,186.89,1,7,290.85714285714283,0.9801980198019802,2,0,503130
692,7,731,99,98,3238.0,682,744,APTOS,Produtor_0871,Lancamento_1089,Empreendedor,670.0,Baixo,20766690,RJ,Cidade_3433,1988-10-06 00:00:00,37,CrA©dito AcessA­vel,2414.16,12.0,1.0,8.0,1.0,0,201.18,1,7,436.1428571428572,1.0,0,0,517954
359,1,386,99,0,2444.0,404,376,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,326.0,Outros,02337-030,SP,Cidade_4032,1972-07-03 00:00:00,53,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,232.1428571428572,99.0,-1,0,517616
521,10,623,99,100,2264.0,640,639,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,275.0,Alto,32065-010,MG,Cidade_1081,1968-06-25 00:00:00,57,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,8,612.0,0.9801980198019802,2,0,516978
206,3,382,99,998,2494.0,326,302,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,201.0,Alto,75906-010,GO,Cidade_3424,1978-06-16 00:00:00,47,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,330.85714285714283,0.0990990990990991,2,0,517035
680,3,836,99,999,2296.0,944,989,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,956.0,Baixo,89540-000,SC,Cidade_3561,1960-01-01 00:00:00,66,Descomplicado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,8,855.75,0.099,0,0,518463
528,1,494,99,77,2444.0,508,547,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,620.0,Outros,37470-000,MG,Cidade_3995,1976-10-05 00:00:00,49,Compartilhado,526.3,3.0,1.0,8.0,1.0,0,175.4333333333333,1,7,322.0,1.2692307692307692,-1,0,517687
288,4,319,99,0,4844.0,243,364,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,747.0,Baixo,69041-305,AM,Cidade_2348,1974-06-18 00:00:00,51,Descomplicado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,8,770.125,99.0,0,1,518414
374,1,380,99,48,1823.0,431,434,APTOS,Produtor_1583,Lancamento_1757,Autoconhecimento,147.0,Alto,78121-182,MT,Cidade_4453,1997-03-11 00:00:00,28,CrA©dito AcessA­vel,526.29,3.0,1.0,8.0,1.0,0,175.42999999999998,1,8,448.75,2.020408163265306,2,0,518277
597,2,593,2,87,6524.0,519,492,APTOS,Produtor_1281,Lancamento_0314,Empreendedor,107.0,Alto,77015-430,TO,Cidade_2869,1982-10-05 00:00:00,43,CrA©dito AcessA­vel,913.37,8.0,1.0,8.0,1.0,0,114.17125,1,8,1102.0,0.0227272727272727,2,0,518730
384,2,488,99,76,2494.0,432,572,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,270.0,Alto,06385-040,SP,Cidade_0872,1962-08-31 00:00:00,63,Compartilhado,526.3,3.0,1.0,8.0,1.0,0,175.4333333333333,1,7,293.2857142857143,1.2857142857142858,2,0,517492
551,1,549,99,999,2444.0,508,367,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,375.0,Outros,03613-030,SP,Cidade_4032,1999-07-21 00:00:00,26,CrA©dito AcessA­vel,718.68,12.0,1.0,8.0,1.0,0,59.88999999999999,1,7,439.1428571428572,0.099,-1,0,517137
553,3,585,99,82,2444.0,524,481,APTOS,Produtor_1195,Lancamento_2646,Empreendedor,554.0,Outros,67140-220,PA,Cidade_0155,1981-05-05 00:00:00,44,Compartilhado,2415.36,12.0,1.0,8.0,1.0,0,201.28,1,7,332.42857142857144,1.1927710843373494,-1,0,516735
222,8,293,99,998,1781.0,305,267,APTOS,Produtor_0025,Lancamento_3485,Empreendedor,102.0,Alto,06890-000,SP,Cidade_3997,1982-12-20 00:00:00,43,CrA©dito AcessA­vel,2519.52,12.0,1.0,8.0,1.0,0,209.96,1,8,496.625,0.0990990990990991,2,0,517749
819,5,757,99,100,2494.0,806,799,APTOS,Produtor_1201,Lancamento_2284,Empreendedor,215.0,Alto,18405-110,SP,Cidade_1902,1990-06-28 00:00:00,35,Compartilhado,1678.56,12.0,1.0,8.0,1.0,0,139.88,1,7,483.57142857142856,0.9801980198019802,2,0,518179
672,8,906,99,998,3238.0,934,860,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,819.0,Baixo,85230-000,PR,Cidade_3612,1981-07-06 00:00:00,44,CrA©dito AcessA­vel,2258.73,9.0,1.0,8.0,1.0,0,250.97,1,7,639.5714285714286,0.0990990990990991,0,0,477357
363,1,457,99,100,863.0,395,433,APTOS,Produtor_1583,Lancamento_1757,Autoconhecimento,118.0,Alto,78110-100,MT,Cidade_4453,1980-08-04 00:00:00,45,CrA©dito AcessA­vel,333.67,3.0,1.0,8.0,1.0,0,111.22333333333334,1,8,338.875,0.9801980198019802,2,0,518726
671,5,757,2,96,2494.0,816,932,APTOS,Produtor_1467,Lancamento_0118,Outros,260.0,Alto,14040080,SP,Cidade_3381,1957-11-12 00:00:00,68,CrA©dito AcessA­vel,1020.88,8.0,1.0,8.0,1.0,0,127.61,1,7,468.4285714285714,0.0206185567010309,2,0,516749
388,1,558,99,23,2444.0,484,529,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,567.0,Outros,11020-003,SP,Cidade_3714,1982-08-14 00:00:00,43,Antecipado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,7,297.42857142857144,4.125,-1,0,517729
726,1,731,99,100,2494.0,710,750,APTOS,Produtor_0735,Lancamento_1886,Empreendedor,270.0,Alto,54410-010,PE,Cidade_1992,1965-10-28 00:00:00,60,Compartilhado,549.0,6.0,1.0,8.0,1.0,0,91.5,1,7,445.2857142857143,0.9801980198019802,2,0,517448
488,3,600,99,87,2494.0,503,575,APTOS,Produtor_1123,Lancamento_1177,Empreendedor,283.0,Alto,05660-000,SP,Cidade_4032,1988-10-03 00:00:00,37,CrA©dito AcessA­vel,3355.8,12.0,1.0,8.0,1.0,0,279.65000000000003,1,7,336.42857142857144,1.125,2,1,518806
374,1,488,99,100,2494.0,417,392,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,2.0,Alto,36530-000,MG,Cidade_3907,1999-11-30 00:00:00,26,CrA©dito AcessA­vel,718.68,12.0,1.0,8.0,1.0,0,59.88999999999999,1,7,267.2857142857143,0.9801980198019802,2,1,517500
512,6,689,99,100,2494.0,550,605,APTOS,Produtor_1315,Lancamento_1026,Empreendedor,300.0,Alto,26113-620,RJ,Cidade_0460,1967-12-30 00:00:00,58,Compartilhado,1989.12,12.0,1.0,8.0,1.0,0,165.76,1,7,365.8571428571428,0.9801980198019802,2,1,516286
608,3,647,99,998,2494.0,564,568,APTOS,Produtor_1258,Lancamento_3009,Empreendedor,290.0,Alto,82540120,PR,Cidade_1182,1982-04-24 00:00:00,43,Compartilhado,531.96,6.0,1.0,8.0,1.0,0,88.66000000000001,1,7,498.1428571428572,0.0990990990990991,2,0,518572
416,5,519,99,41,3238.0,435,493,APTOS,Produtor_1123,Lancamento_1177,Empreendedor,847.0,Baixo,35935-000,MG,Cidade_3916,1988-02-25 00:00:00,37,CrA©dito AcessA­vel,3355.8,12.0,1.0,8.0,1.0,0,279.65000000000003,1,7,286.85714285714283,2.357142857142857,0,0,518765
440,1,377,99,8,2444.0,442,438,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,323.0,Outros,85812-100,PR,Cidade_0915,1978-12-04 00:00:00,47,CrA©dito AcessA­vel,2355.48,12.0,1.0,8.0,1.0,0,196.29,1,7,257.85714285714283,11.0,-1,0,510294
819,2,906,99,99,1300.0,899,876,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,603.0,Outros,75250-578,GO,Cidade_3748,1981-06-30 00:00:00,44,CrA©dito AcessA­vel,2258.73,9.0,1.0,8.0,1.0,0,250.97,1,8,625.0,0.99,-1,0,517685
490,1,595,99,100,2444.0,421,381,APTOS,Produtor_1123,Lancamento_1177,Empreendedor,445.0,Outros,18207-617,SP,Cidade_1900,1990-04-02 00:00:00,35,CrA©dito AcessA­vel,3355.8,12.0,1.0,8.0,1.0,0,279.65000000000003,1,7,298.1428571428572,0.9801980198019802,-1,1,518776
